sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
CTCF_TDH_ENCODE/samples/HepG2/HepG2_CTCF_Sg__UW_/problems/chr2:16329724-21153113,712125,1.3325467946834728,104,1,198.01786507611465,53.35437585374525,16.0,39211.07488930235,0,3764,3764,24.0,9.19077589093504,104.774149474208,534410,2817,8.0,16.0,32.0,0.9999259254536352
CTCF_TDH_ENCODE/samples/HepG2/HepG2_CTCF_Sg__UW_/problems/chr3:60000-66170270,6601262,1.2538633451465202,568,1,144.40066978700438,41.986352979701365,13.0,20851.55343493548,0,4278,4278,20.0,9.030056008311542,110.41380710108088,5264739,3172,6.0,13.0,26.0,0.9999048425148588
CTCF_TDH_ENCODE/samples/HepG2/HepG2_CTCF_Sg__UW_/problems/chr4:52660117-59739333,595954,1.1954513177056796,142,1,116.69477773349573,33.28264519506779,12.0,13617.671150269967,0,2051,2051,19.0,9.304282319995558,103.925591920841,498519,1840,5.0,12.0,24.0,0.999879638663003
CTCF_TDH_ENCODE/samples/HepG2/HepG2_CTCF_Sg__UW_/problems/chr4:75452279-190000000,8806010,1.1477287937926268,576,1,90.21941753136234,28.90631594121071,12.0,8139.54329969829,0,3741,3741,18.0,10.23789536792924,153.58134105025505,7672554,2392,5.0,12.0,23.0,0.9998399485284626
CTCF_TDH_ENCODE/samples/HepG2/HepG2_CTCF_Sg__UW_/problems/chr5:100000-17500000,1542550,1.190249299955478,618,1,115.75769228780776,34.13366846966412,12.0,13399.843323798788,0,2336,2336,19.0,9.16333104772137,105.52319047330992,1295990,2111,5.0,12.0,24.0,0.9998578110552404
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr10:18024675-38818835,1696000,1.1010263045311517,171,1,87.77079065041357,28.771306078622057,12.0,7703.711691398726,0,1874,1874,15.0,8.440715960653726,90.27209892599222,1540382,1613,6.0,12.0,21.0,0.9998820392888764
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr1:17175658-29878082,1273800,1.2617290382906732,356,1,141.80969032459367,50.99637369647216,13.0,20109.98826995716,0,2176,2176,18.0,5.203424338534537,32.142364188003114,1009568,1666,7.0,13.0,25.0,0.9999196280168956
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr2:16329724-21153113,423426,1.1304744817864352,52,1,97.43421649077725,33.22955384627707,12.0,9493.426543171649,0,1176,1176,16.0,6.4744092917523695,47.68836090247099,374557,1151,6.0,12.0,22.0,0.9999004482292252
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr3:60000-66170270,5545194,1.1167582799342173,192,1,93.57644959454876,30.869440144164493,12.0,8756.551918721125,0,1813,1813,15.0,7.486129146664319,68.51560863307762,4965439,1730,6.0,12.0,21.0,0.9998931861358256
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr4:52660117-59739333,557026,1.093545828621686,58,1,78.19944050436725,26.709439177662123,12.0,6115.152495196073,0,1137,1137,14.0,7.352665262652533,62.13822470661785,509377,1074,6.0,12.0,20.0,0.9998637973522128
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr4:75452279-190000000,9157390,1.0745693808763193,465,1,69.08041390978971,24.61676099403456,12.0,4772.103585947869,0,1640,1640,14.0,8.438769325542816,88.78153282083453,8521917,1500,6.0,12.0,20.0,0.9998337343584796
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__Broad_/problems/chr5:100000-17500000,1279377,1.0791995188475283,424,1,71.90055701794917,24.37874023187076,11.0,5169.690099491359,0,1562,1562,14.0,8.354356703442539,86.77352902934864,1185488,1294,5.0,11.0,19.0,0.999829998592148
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr10:18024675-38818835,2022067,1.4786044542397323,2369,1,276.9802107241339,57.43113753626919,11.0,76718.0371327856,0,8397,8397,14.0,10.551589412914996,151.6695186258196,1367552,4541,5.0,11.0,19.0,0.9998750681537952
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr1:17175658-29878082,2348344,2.090445712454489,1388,1,440.5842884177072,119.74069118750616,14.0,194114.5152005374,0,6733,6733,25.0,6.121356668544729,43.76067961590674,1123371,4976,7.0,14.0,32.0,0.9999219703892914
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr2:16329724-21153113,581596,1.641331587384011,55,1,318.200117542301,75.06007422145085,11.0,101251.31480393416,0,4866,4866,17.0,7.391175181787983,63.93219344459668,354345,3456,5.0,11.0,22.0,0.9999324217534
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr3:60000-66170270,7251790,1.5821750125615506,1420,1,314.453657055864,69.26443045298807,11.0,98881.10243580694,0,8342,8342,16.0,8.997891652474012,104.18636318079136,4583432,5802,5.0,11.0,21.0,0.9999281574306856
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr4:52660117-59739333,675631,1.4782010357434314,107,1,271.9572226301134,57.42855048745909,10.0,73960.73094068505,0,5036,5036,14.0,9.200528205028876,102.14859504083896,457064,3444,5.0,10.0,19.0,0.999928845057426
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr4:75452279-190000000,9650564,1.3591620051777524,2960,1,207.5049667225093,46.33948497678786,10.0,43058.31121450969,0,5699,5699,13.0,9.58432558954581,117.4450461432634,7100379,4492,5.0,10.0,18.0,0.9999012607047074
CTCF_TDH_ENCODE/samples/HMEC/HMEC_CTCF_Sg__UW_/problems/chr5:100000-17500000,1538752,1.4025516151995836,1454,1,235.6408228311252,50.95258542899071,10.0,55526.59738452974,0,4911,4911,14.0,9.604899765131258,116.42024286252986,1097110,3785,5.0,10.0,19.0,0.9999013446471192
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr10:18024675-38818835,1561443,1.2187205113895794,113,1,166.27937606339265,46.85704674309406,13.0,27648.83090403116,0,3163,3163,19.0,7.7906955625743874,75.07432723909758,1281216,2609,6.0,13.0,25.0,0.999946772155102
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr1:17175658-29878082,1615321,1.5003269412601727,590,1,271.078015274398,94.2412879987591,17.0,73483.29036510673,0,3702,3702,30.0,4.882662801383894,27.72680569302232,1076647,2858,8.0,17.0,38.0,0.9999562454387186
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr2:16329724-21153113,392171,1.2987213834624314,38,1,206.4144453001199,60.73532625973613,13.0,42606.92322855618,0,2564,2564,20.0,6.106981752023919,42.47722684594708,301968,2190,6.0,13.0,26.0,0.9999570778995632
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr3:60000-66170270,5392632,1.2674097411304055,88,1,192.9660252208781,55.83022652288708,13.0,37235.88688954456,0,3919,3919,20.0,7.0092825996033135,61.00228421210076,4254846,3185,6.0,13.0,26.0,0.9999548874429792
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr4:52660117-59739333,513332,1.220405873178896,63,1,169.04171536970742,46.552038038632986,12.0,28575.101535133177,0,2809,2809,18.0,7.528453961431333,67.86697104814348,420625,2168,6.0,12.0,24.0,0.9999492889824552
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr4:75452279-190000000,7516926,1.1575787040380752,524,1,125.7477952810856,36.746126069966046,12.0,15812.508018053815,0,4537,4537,17.0,8.769475366829553,113.94173217308705,6493664,2832,5.0,12.0,22.0,0.9999274888068108
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__Broad_/problems/chr5:100000-17500000,1171270,1.179799953664998,800,1,144.6472525154409,40.66599648861621,12.0,20922.82766026572,0,2893,2893,18.0,8.06177183785058,81.95327060848398,992771,2267,5.0,12.0,23.0,0.9999260148548312
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr10:18024675-38818835,2092067,1.3441022975575,1070,1,208.97297134616943,44.99644903885691,11.0,43669.70275324695,0,4470,4470,14.0,9.468501638850476,108.01570997510576,1556480,3558,6.0,11.0,20.0,0.9999006720821214
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr1:17175658-29878082,1574370,1.692587049914208,1106,1,271.09891298599325,78.31659171516206,13.0,73494.62062218714,0,3863,3863,19.0,5.866477432984089,40.52699067198466,930157,3170,6.0,13.0,25.0,0.9998953496647658
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr2:16329724-21153113,499204,1.4446190397643253,46,1,236.2298406044717,54.570080043523305,11.0,55804.53759201412,0,3404,3404,15.0,7.865185064117306,72.32668177231255,345562,2800,5.0,11.0,20.0,0.9999237921726332
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr3:60000-66170270,6958664,1.4035085171606816,983,1,226.7634919223338,50.523652242313005,11.0,51421.681268810346,0,6586,6586,14.0,8.913521936062184,101.61364828281523,4958050,4381,6.0,11.0,20.0,0.9999170559633808
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr4:52660117-59739333,710538,1.3334321703098726,85,1,201.929935121526,44.11524494947125,11.0,40775.69869818369,0,3573,3573,14.0,8.918611728598023,92.39823538518868,532865,2811,6.0,11.0,20.0,0.9999190693208804
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr4:75452279-190000000,12013448,1.3119775710765438,908,1,203.85937801943808,41.82971794902318,12.0,41558.64600647216,0,4804,4804,14.0,10.034576219268466,119.8616933882193,9156749,4373,6.0,12.0,20.0,0.9999158811444032
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UTA_/problems/chr5:100000-17500000,1395058,1.2935960846931756,235,1,188.7003316698049,39.27835150009041,10.0,35607.81517229439,0,4459,4459,13.0,10.282742800156054,130.17309281430897,1078435,3237,5.0,10.0,18.0,0.9999147036668566
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr10:18024675-38818835,1846104,1.578519661124773,4016,1,318.90871738763065,71.35524237783632,15.0,101702.77002582367,0,8181,8181,25.0,10.330053828069754,138.4239935659146,1169517,4978,7.0,15.0,32.0,0.999835688001715
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr1:17175658-29878082,2528190,2.358001259122811,1385,1,556.0858279336882,155.64550689439048,21.0,309231.4480286954,0,9454,9454,41.0,6.184631655909126,45.8147760414329,1072176,6162,9.0,21.0,50.0,0.9999342478561816
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr2:16329724-21153113,532078,1.7923291473536704,79,1,404.6279987526026,95.93152106176208,16.0,163723.81737453616,0,6228,6228,27.0,8.042833166888965,77.02531298574581,296865,3982,7.0,16.0,34.0,0.9999434549664158
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr3:60000-66170270,7056914,1.758798210525004,1880,1,399.4509228976249,92.1507445385511,16.0,159561.0398037643,0,11145,11145,28.0,9.192568546253868,111.7911885757721,4012351,7056,7.0,16.0,35.0,0.9999392743066912
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr4:52660117-59739333,640658,1.625445587007761,96,1,339.4287382629442,76.77531562068685,15.0,115211.86835877429,0,5539,5539,24.0,8.932161350919802,95.07025888216886,394144,3888,7.0,15.0,31.0,0.9999396890698926
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr4:75452279-190000000,8287370,1.4321857406845118,1166,1,230.15161070403417,56.874061957791554,14.0,52969.76390966129,0,6839,6839,23.0,9.950516869986677,134.43961055633764,5786520,5096,6.0,14.0,29.0,0.9999250101224152
CTCF_TDH_ENCODE/samples/HUVEC/HUVEC_CTCF_Sg__UW_/problems/chr5:100000-17500000,1451024,1.5233320000461927,1370,1,297.5904140865457,65.94648065055945,15.0,88560.05455620174,0,6749,6749,23.0,10.1335026120804,131.51061933481452,952534,4446,6.0,15.0,29.0,0.9999238171089312
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr10:18024675-38818835,1560768,1.0452280690475426,18,1,3.7596734902262328,5.721067643160846,5.0,14.135144753109904,0,112,112,5.0,6.518740730459754,121.12970810424338,1493233,113,3.0,5.0,8.0,0.95932834113745
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr1:17175658-29878082,495862,1.037088317169634,9,1,3.083792529093233,4.433520172338067,4.0,9.50977636249124,0,32,32,4.0,0.959609484639701,1.4267925199119644,478130,33,2.0,4.0,6.0,0.9410808229955506
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr2:16329724-21153113,360050,1.04385313866243,17,1,3.0455972854048223,5.654666956584765,5.0,9.275662824865222,0,23,23,5.0,0.5715329582564039,0.2900930469725531,344925,24,3.0,5.0,8.0,0.9383273493055942
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr3:60000-66170270,4822138,1.044339180916731,17,1,3.04351266058016,5.63352093501829,5.0,9.262969315111723,0,48,48,5.0,0.5889311587385911,0.4886713446849993,4617407,47,3.0,5.0,8.0,0.9381727996844564
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr4:52660117-59739333,567341,1.0449981672870876,13,1,3.022688995141201,5.74647456678062,5.0,9.136648761347727,0,24,24,4.0,0.5715816886753322,0.354055450797277,542912,25,4.0,5.0,8.0,0.9371282978857416
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr4:75452279-190000000,10462318,1.048662810126435,14,1,3.105278133975028,6.219153620006537,6.0,9.642752289343434,0,143,143,4.0,1.5041784249813586,34.99875754697265,9976819,142,4.0,6.0,8.0,0.9397238571306736
CTCF_TDH_ENCODE/samples/Input/MS009101/problems/chr5:100000-17500000,1134672,1.0436164635548402,14,1,2.9685749116101703,5.356170746221434,5.0,8.81243700584133,0,40,40,4.0,0.5865926538454032,0.4899837472806854,1087251,41,3.0,5.0,7.0,0.9349449017413038
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr10:18024675-38818835,1123265,1.040676882597095,12,1,2.550836294627079,3.8466824352556745,3.0,6.506765801986807,0,61,61,3.0,2.655721598852222,29.772529069109048,1079361,61,2.0,3.0,5.0,0.9131852175811838
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr1:17175658-29878082,525895,1.035073561974118,11,1,2.2285295133582674,3.274102693297853,3.0,4.966343791908836,0,21,21,3.0,1.0319133143053674,1.7557297682249071,508076,22,2.0,3.0,5.0,0.8879468864231248
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr2:16329724-21153113,257838,1.0388567008066272,10,1,2.33273965034252,3.808481234513185,3.0,5.441674276280143,0,18,18,3.0,0.786907980503901,0.7286581572998201,248195,19,2.0,3.0,5.0,0.8966171500199659
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr3:60000-66170270,3600868,1.0397327606941775,14,1,2.374654158660752,3.861312334260397,4.0,5.6389823732448034,0,51,51,3.0,0.8613894256810308,1.615347186108957,3463264,52,2.0,4.0,5.0,0.9000766528413842
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr4:52660117-59739333,401732,1.040861641461184,11,1,2.5839274086215025,3.979518709095714,4.0,6.676680853025433,0,45,45,3.0,1.7792764761018207,10.726133423082777,385962,46,2.0,4.0,5.0,0.9152058621901142
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr4:75452279-190000000,7089801,1.0422738437492098,15,1,2.487988819952024,4.186630002300711,4.0,6.190088368206264,0,101,101,4.0,1.8277928093960911,37.18789229285321,6802245,101,2.0,4.0,6.0,0.9082083529616712
CTCF_TDH_ENCODE/samples/Input/MS010302/problems/chr5:100000-17500000,843657,1.0393858231241562,9,1,2.273461225403163,3.5864869426590724,3.0,5.168625943411652,0,25,25,3.0,0.8663497702509371,1.0986059359850873,811689,26,2.0,3.0,5.0,0.8910128639264208
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr10:18024675-38818835,1720182,1.051672624495388,15,1,3.594374452055604,5.970841811032095,6.0,12.919527701590026,0,84,84,4.0,3.549353674582948,49.905932689832966,1635664,85,4.0,6.0,8.0,0.9547401156629236
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr1:17175658-29878082,589816,1.0427704623566183,19,1,3.3321466231315,4.803433370165746,4.0,11.103201118046655,0,38,38,5.0,1.0269388745944958,1.8669043312217912,565625,39,2.0,4.0,7.0,0.9486398979415366
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr2:16329724-21153113,394454,1.0512185696963237,11,1,3.184394804650469,5.887441503480476,6.0,10.1403702718849,0,29,29,4.0,0.6431472938406599,0.525242359540254,375236,30,4.0,6.0,8.0,0.9423531788041508
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr3:60000-66170270,5449979,1.052024856451138,15,1,3.2267820174730537,6.022895426223157,6.0,10.412122188287473,0,48,48,4.0,0.6281383036571466,0.642643622139714,5180467,48,4.0,6.0,8.0,0.943803974907048
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr4:52660117-59739333,640367,1.0549182083257829,12,1,3.885787480829482,6.305781747554902,6.0,15.099344346171131,0,80,80,4.0,3.3295188445014845,32.210709805289504,607031,81,4.0,6.0,8.0,0.9608127315683064
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr4:75452279-190000000,11723298,1.057229442085987,16,1,3.272633855960614,6.702708947190288,6.0,10.710132355179637,0,112,112,5.0,0.9325481566928452,11.354499364209268,11088699,111,4.0,6.0,9.0,0.9444258524626884
CTCF_TDH_ENCODE/samples/Input/MS012702/problems/chr5:100000-17500000,1221099,1.0489261619286994,12,1,3.025408196912982,5.450239360628377,5.0,9.153094757948262,0,45,45,4.0,0.6830223284812399,1.128290797403849,1164143,46,3.0,5.0,7.0,0.9365519224804124
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr10:18024675-38818835,1042471,1.040221001972733,9,1,2.1864907123851087,3.480737683652576,3.0,4.78074163534634,0,38,38,3.0,1.8024345076545687,14.238227804524309,1002164,39,2.0,3.0,5.0,0.8821374861773542
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr1:17175658-29878082,532418,1.0366575738282018,8,1,1.970046421971043,3.0942148631598623,3.0,3.881082904720909,0,21,21,2.0,0.879268796426802,1.3246385414909994,513592,22,2.0,3.0,4.0,0.8563305260850388
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr2:16329724-21153113,238940,1.038630228686433,6,1,2.0625065643919545,3.439175150182132,3.0,4.253933328159904,0,17,17,3.0,0.7704661315359767,0.8319696050039078,230054,18,2.0,3.0,5.0,0.8681817040334947
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr3:60000-66170270,3264850,1.0398204228839798,9,1,2.067140730133904,3.436356583271281,3.0,4.273070798178529,0,25,25,3.0,0.7804575910983343,0.9243348350445162,3139822,26,2.0,3.0,5.0,0.8682550130290667
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr4:52660117-59739333,358450,1.0402881289034385,7,1,2.071787273397604,3.488462397952224,3.0,4.292302506212279,0,16,16,3.0,0.74038444105111,0.7087009791629613,344569,17,2.0,3.0,5.0,0.8686745531410449
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr4:75452279-190000000,6005902,1.04158409385301,11,1,2.100079318447797,3.572283218328291,3.0,4.4103331437721645,0,23,23,3.0,0.742614364977271,0.7601484836263941,5766124,24,2.0,3.0,5.0,0.8716385414718282
CTCF_TDH_ENCODE/samples/Input/MS026601/problems/chr5:100000-17500000,834796,1.0403453544394343,9,1,2.072426970460222,3.4029470740494725,3.0,4.294953547890934,0,24,24,3.0,0.8433425843619983,1.370492516133989,802423,25,2.0,3.0,5.0,0.8687065075333612
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr10:18024675-38818835,906073,1.1860090998575856,14,1,2.9663229697080733,4.016292545901732,3.0,8.799071960617724,0,42,42,4.0,1.4666965177188718,5.121706825691796,763969,43,2.0,3.0,6.0,0.9057967669541316
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr1:17175658-29878082,272816,1.1421585866197772,11,1,2.5854348403282783,3.1190441302682315,2.0,6.68447331358331,0,27,27,3.0,1.4457721118026177,3.329353758249457,238861,28,1.0,2.0,4.0,0.8883556371769114
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr2:16329724-21153113,196583,1.1811752688818122,9,1,2.872950952762589,3.883987958973989,3.0,8.253847176979468,0,29,29,3.0,1.2705549110186871,2.6049565152992447,166431,30,2.0,3.0,5.0,0.9006958904509377
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr3:60000-66170270,2682036,1.1776249003291337,14,1,2.8396640501078707,3.8855915068164735,3.0,8.063691917475037,0,36,36,3.0,1.1965184562134903,2.1887927564038208,2277497,37,2.0,3.0,5.0,0.8992857020922497
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr4:52660117-59739333,312043,1.184642017865888,10,1,2.8459940912707764,3.9216045070764745,3.0,8.099682367548173,0,29,29,3.0,1.229469505655352,2.408109948735191,263408,29,2.0,3.0,5.0,0.897789284206207
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr4:75452279-190000000,6203228,1.202843827047382,17,1,3.0497768654165225,4.4378195572116,4.0,9.301138928829827,0,58,58,4.0,1.1745970076289187,2.99983317867236,5157136,59,2.0,4.0,6.0,0.907235751435024
CTCF_TDH_ENCODE/samples/Input/MS026701/problems/chr5:100000-17500000,652123,1.1788643458988863,15,1,2.8172922447689657,3.816074333851549,3.0,7.937135592435358,0,30,30,3.0,1.2019556790416484,2.159915365427581,553180,30,2.0,3.0,5.0,0.8973164405216782
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr10:18024675-38818835,1399206,1.1610675602002485,80,1,140.64102019014973,43.57975660191983,11.0,19779.896560126108,0,2620,2620,16.0,6.946162352018706,61.63148165372704,1205104,2100,5.0,11.0,21.0,0.9999457798324126
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr1:17175658-29878082,2167964,1.4632458003540736,656,1,296.24336443356606,102.5236849813784,19.0,87760.13097091863,0,4160,4160,32.0,5.298130062727748,33.7313065492793,1481614,3471,10.0,19.0,42.0,0.9999640411655266
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr2:16329724-21153113,339730,1.1995692242505562,39,1,162.2611510670064,52.48396425280092,11.0,26328.681145589875,0,1866,1866,17.0,5.690954703634851,37.66509570431592,283211,1730,5.0,11.0,22.0,0.9999551614175634
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr3:60000-66170270,5487202,1.2223155823795226,112,1,192.38824744946527,56.81986938837701,13.0,37013.23775667668,0,5074,5074,19.0,7.746624765227247,83.23488104432151,4489187,3700,6.0,13.0,25.0,0.9999607341067918
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr4:52660117-59739333,450063,1.1548427324373007,36,1,138.06174304468408,42.10135507891584,10.0,19061.04489253637,0,2218,2218,15.0,6.830879817447875,58.18681686262142,389719,1748,5.0,10.0,20.0,0.9999446968778528
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr4:75452279-190000000,5845228,1.106423784098102,562,1,102.98227824542916,32.220951456873024,9.0,10605.34963261899,0,2382,2382,14.0,7.5494808077088,76.5329872251862,5282993,2158,4.0,9.0,18.0,0.999912971475935
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__Broad_/problems/chr5:100000-17500000,1316543,1.1716070114362551,553,1,161.35134020462257,45.60633278396167,12.0,26034.254985827847,0,4149,4149,16.0,8.443577919094935,103.04743493207955,1123708,2489,6.0,12.0,22.0,0.9999356737665752
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr10:18024675-38818835,1910328,1.415935657885667,1553,1,215.9402046177764,49.60948631893528,10.0,46630.171970367126,0,4488,4488,13.0,8.669265589573556,92.28033695221828,1349164,3414,5.0,10.0,18.0,0.9998702060850662
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr1:17175658-29878082,2937110,2.0607118977274084,2365,1,423.4982206446738,113.39471265496846,16.0,179350.7428892048,0,6573,6573,26.0,6.386571950740767,47.299225374318446,1425290,5033,8.0,16.0,34.0,0.9999042886258964
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr2:16329724-21153113,478926,1.5176489601389227,44,1,248.60426396976203,58.80344263749635,9.0,61804.08006394711,0,3543,3543,13.0,7.542445438049435,67.14824904386137,315572,2820,5.0,9.0,18.0,0.9999186459290252
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr3:60000-66170270,7647274,1.5442617998416013,1670,1,289.4150424382663,63.03160099667633,11.0,83761.06678954349,0,9576,9576,16.0,9.88005514839017,133.1884911426476,4952059,5585,5.0,11.0,21.0,0.9999187159476236
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr4:52660117-59739333,636954,1.4129289003646817,67,1,213.34802127564964,49.10958396646,9.0,45517.37818223506,0,3298,3298,12.0,8.144613051279139,77.81482206819518,450805,2764,5.0,9.0,17.0,0.9999144749392408
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr4:75452279-190000000,8591675,1.2992008523757432,1116,1,167.5717441765913,37.81727863116654,8.0,28080.289446384963,0,4165,4165,12.0,9.243157704138609,107.32296964402217,6613047,3601,4.0,8.0,16.0,0.9998914415717576
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UTA_/problems/chr5:100000-17500000,1777966,1.4279738847656047,1395,1,233.0174779511201,50.94153070681986,10.0,54297.14503070074,0,5293,5293,13.0,9.268937767393664,108.24288851814384,1245098,3708,5.0,10.0,18.0,0.9998934210820308
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr10:18024675-38818835,1886108,1.18469506840814,447,1,116.56937879710836,32.58574378023985,12.0,13588.420073143734,0,2877,2877,18.0,10.358294279411243,141.19358091569967,1592063,2373,5.0,12.0,23.0,0.9998864979096432
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr1:17175658-29878082,2566802,1.5333986486890132,721,1,269.0879753210188,78.75949904745178,18.0,72408.33846236524,0,4693,4693,28.0,6.739881816675077,53.93028033009266,1673931,3541,9.0,18.0,37.0,0.9999379516155248
CTCF_TDH_ENCODE/samples/K562/K562_CTCF_Sg__UW_/problems/chr2:16329724-21153113,458140,1.216613113099822,92,1,136.73321740893135,37.95201170562789,12.0,18695.97274299809,0,2405,2405,19.0,8.539847238475406,88.63729683941904,376571,1929,5.0,12.0,24.0,0.9999186744759896
