sequenceID,min.log.lambda,max.log.lambda
235_chr17,-100,3.442178162
235_chr2,-100,2.042030094
235_chr3,-1.758781943,inf
235_chr4,-1.720211316,inf
236_chr1,-1.77099846,inf
236_chr11,-2.756563394,inf
236_chr17,-2.010626174,inf
236_chr2,-1.93689358,inf
236_chr3,-2.036796178,inf
236_chr4,-2.444859962,inf
237_chr1,-1.30333198,inf
237_chr11,-2.824754574,inf
237_chr17,-1.145732491,inf
237_chr2,-2.374861303,inf
237_chr3,-0.968550333,inf
237_chr4,-2.657360832,inf
238_chr1,-2.078885941,inf
238_chr11,-2.687319114,inf
238_chr17,-2.597831968,inf
238_chr2,-1.557949338,inf
238_chr3,-3.973235608,inf
238_chr4,-2.217698978,inf
239_chr1,0.080354148,inf
239_chr11,-100,2.078124319
239_chr17,-100,1.549573275
239_chr2,-2.177643862,inf
239_chr3,-2.039120655,inf
239_chr4,-1.408002873,inf
24_chr1,-0.857367795,inf
24_chr11,-4.100447651,inf
24_chr17,-2.837322482,inf
24_chr2,-2.821448167,inf
24_chr3,-3.892476757,inf
24_chr4,-3.916857566,inf
240_chr1,-2.959696508,inf
240_chr11,-3.093987547,inf
240_chr17,-1.770834957,inf
240_chr2,-3.271198729,inf
240_chr3,-3.007144903,inf
240_chr4,-2.201255983,inf
241_chr1,-3.194398549,inf
241_chr11,-3.544561365,inf
241_chr17,-1.79097829,inf
241_chr2,-2.700025734,inf
241_chr3,-3.57883493,inf
241_chr4,-2.712984642,inf
242_chr1,-2.705793759,inf
242_chr11,-3.286636725,inf
242_chr17,-2.938079102,inf
242_chr2,-1.866398795,inf
242_chr3,-3.091606788,inf
242_chr4,-2.48738948,inf
243_chr1,-2.05886971,inf
243_chr11,-2.125996886,inf
243_chr17,-1.868486868,inf
243_chr2,-2.20007816,inf
243_chr3,-2.029829165,inf
243_chr4,-1.962927744,inf
244_chr1,-1.984422827,inf
244_chr11,-3.189762594,inf
244_chr17,-100,1.398169355
244_chr2,-100,1.629346137
244_chr3,-2.258996859,inf
244_chr4,-2.690334734,inf
245_chr1,0.183581086,inf
245_chr11,-100,2.337752609
245_chr17,-100,2.892724609
245_chr2,-1.207873923,inf
245_chr3,-1.536442916,inf
245_chr4,-1.343708995,inf
246_chr1,-0.954596914,inf
246_chr11,-1.481084221,inf
246_chr17,-1.434655395,inf
246_chr2,-2.392730347,inf
246_chr3,-1.630069665,inf
246_chr4,-1.512539121,inf
247_chr11,-100,3.12437039
247_chr17,-100,3.199976506
247_chr2,-2.618670763,inf
247_chr3,-100,2.168103746
247_chr4,-100,1.59808695
248_chr1,-0.542510538,inf
248_chr11,-100,2.665638085
248_chr17,-100,0.467109155
248_chr2,-3.542625149,inf
248_chr3,-2.811608998,inf
248_chr4,-0.792922332,inf
249_chr1,-100,4.050597196
249_chr11,-2.282596105,inf
249_chr17,-100,2.09732623
249_chr2,-100,2.939065675
249_chr3,-2.048124406,inf
249_chr4,-1.127510914,inf
25_chr1,-3.201800128,inf
25_chr11,-2.252379415,inf
25_chr2,-3.071963854,inf
25_chr3,-2.869644998,inf
25_chr4,-3.560393273,inf
251_chr1,-2.560175777,inf
251_chr11,-3.545769937,inf
251_chr17,-2.615940985,inf
251_chr2,-0.954856205,inf
251_chr3,-2.226767961,inf
251_chr4,-2.411014866,inf
252_chr1,0.225686007,inf
252_chr11,-100,0.155806367
252_chr17,-100,0.578412971
252_chr2,-100,2.367174279
252_chr3,-2.281603831,inf
252_chr4,-100,1.211541147
253_chr1,-100,2.609963395
253_chr11,-1.777627599,inf
253_chr17,-0.670996283,inf
253_chr2,-100,3.218529222
253_chr3,-2.016446632,inf
253_chr4,-1.37369996,inf
254_chr1,-100,2.453736071
254_chr11,-0.565802497,inf
254_chr17,-100,1.21016868
254_chr2,-100,1.417417657
254_chr3,-2.186017212,inf
254_chr4,-1.11040344,inf
255_chr1,0.266660165,inf
255_chr11,-1.889463212,inf
255_chr17,-0.453861102,inf
255_chr2,-2.114707058,inf
255_chr3,-2.85725043,inf
255_chr4,-2.165181986,inf
256_chr1,-2.726327428,inf
256_chr11,-2.294752709,inf
256_chr17,-1.430922749,inf
256_chr2,-1.905954423,inf
256_chr3,-2.972090373,inf
256_chr4,-3.094554827,inf
257_chr1,-100,3.003611195
257_chr11,-2.184314857,inf
257_chr17,-100,1.521398172
257_chr2,-100,4.244165786
257_chr3,-1.870185237,inf
257_chr4,-1.31885411,inf
258_chr1,-100,3.509104217
258_chr11,-0.885128907,inf
258_chr17,-0.866708439,inf
258_chr2,-100,0.351372004
258_chr3,-0.53816269,inf
258_chr4,-2.22195817,inf
259_chr1,-2.064918352,inf
259_chr11,-2.231146747,inf
259_chr17,-1.075364009,inf
259_chr2,-1.988542696,inf
259_chr3,-2.964664882,inf
259_chr4,-2.488159281,inf
26_chr1,-1.73647458,inf
26_chr11,-100,0.928311649
26_chr17,-100,1.311049989
26_chr2,-3.488332518,inf
26_chr3,-3.95388528,inf
26_chr4,-0.757642528,inf
260_chr1,-100,3.516253155
260_chr11,-2.149688104,inf
260_chr17,-100,1.752885378
260_chr2,-100,3.127410869
260_chr3,-2.39771477,inf
260_chr4,-1.703084629,inf
261_chr1,-100,4.200580955
261_chr11,-1.976754791,inf
261_chr17,-100,3.161469335
261_chr2,-100,3.031687674
261_chr3,-2.128757464,inf
261_chr4,-1.29351613,inf
262_chr1,0.226583038,inf
262_chr11,-2.367109847,inf
262_chr17,-1.826374664,inf
262_chr2,-2.109453611,inf
262_chr3,-1.843371047,inf
262_chr4,-2.844079004,inf
263_chr1,-1.979680953,inf
263_chr11,-3.797636634,inf
263_chr17,-1.357530441,inf
263_chr2,-2.361593854,inf
263_chr3,-3.129655883,inf
263_chr4,-2.358825745,inf
264_chr11,-3.388196033,inf
264_chr17,-3.125764598,inf
264_chr2,-3.328891514,inf
264_chr3,-3.411441499,inf
264_chr4,-3.349928014,inf
265_chr1,-1.313971729,inf
265_chr11,-2.914680953,inf
265_chr17,-0.589832797,inf
265_chr2,-1.495858141,inf
265_chr3,-2.068551918,inf
265_chr4,-1.401155242,inf
266_chr1,-1.65158003,inf
266_chr11,-1.963380733,inf
266_chr17,-2.111457797,inf
266_chr2,-2.552636847,inf
266_chr3,-2.478163137,inf
266_chr4,-1.717831246,inf
267_chr1,-1.684227872,inf
267_chr11,-1.801621023,inf
267_chr2,-2.716901261,inf
267_chr3,-1.94950153,inf
267_chr4,-1.605500064,inf
268_chr1,-1.864917108,inf
268_chr11,-3.348132685,inf
268_chr17,-1.677124465,inf
268_chr2,-2.046996879,inf
268_chr3,-1.838891118,inf
268_chr4,-2.328985299,inf
269_chr1,-100,3.763264831
269_chr11,-100,1.258499948
269_chr17,-100,2.888953653
269_chr2,-100,3.287457655
269_chr3,-0.70971621,inf
269_chr4,-0.924197716,inf
27_chr1,-0.127249807,inf
27_chr11,-2.231344761,inf
27_chr17,-0.848082083,inf
27_chr2,-100,1.146087856
27_chr3,-1.611144579,inf
27_chr4,-1.035004398,inf
270_chr1,-100,2.942315792
270_chr11,-100,2.789488574
270_chr17,-100,0.653469051
270_chr2,-0.918049019,inf
270_chr3,-100,1.568127506
270_chr4,-0.31898633,inf
271_chr1,-2.520575326,inf
271_chr11,-3.190608213,inf
271_chr17,-0.992318939,inf
271_chr2,-1.473100158,inf
271_chr3,-2.068690205,inf
271_chr4,-1.994664628,inf
272_chr1,-1.906737938,inf
272_chr11,-2.22690521,inf
272_chr17,-0.635688258,inf
272_chr2,-2.613895053,inf
272_chr3,-2.404269269,inf
272_chr4,-2.278858761,inf
273_chr1,-100,2.733613905
273_chr11,-2.451309104,inf
273_chr17,-100,2.063451243
273_chr2,-2.99601929,inf
273_chr3,-0.015698019,inf
273_chr4,-2.032387902,inf
274_chr1,-100,3.435681789
274_chr11,-1.43241703,inf
274_chr17,-100,2.327399234
274_chr2,-100,4.195655764
274_chr3,-1.313067059,inf
274_chr4,-0.755674304,inf
275_chr1,-100,4.090634775
275_chr11,-2.96214387,inf
275_chr17,-100,2.67911756
275_chr2,-100,1.789531213
275_chr3,-3.210209613,inf
275_chr4,-2.043688094,inf
276_chr1,-100,1.314890366
276_chr11,-100,3.288742063
276_chr17,-100,3.214235108
276_chr2,-1.2973401,inf
276_chr3,-3.452953515,inf
276_chr4,-0.91575291,inf
277_chr1,-1.007502616,inf
277_chr11,-100,1.74689285
277_chr17,-100,2.316863568
277_chr2,-100,2.059090022
277_chr3,-100,2.69595692
277_chr4,-2.632351402,inf
278_chr1,-0.904822976,inf
278_chr11,-3.308187982,inf
278_chr17,-1.242227995,inf
278_chr2,-3.091741077,inf
278_chr3,-3.186255213,inf
278_chr4,-1.848922948,inf
279_chr1,-1.655947378,inf
279_chr11,-3.217077239,inf
279_chr17,-1.558586373,inf
279_chr2,-2.876621803,inf
279_chr3,-3.176487027,inf
279_chr4,-3.638390764,inf
28_chr1,-2.068291865,inf
28_chr11,-100,0.328374053
28_chr17,-100,0.885928802
28_chr2,-3.187443178,inf
28_chr3,-3.409244212,inf
28_chr4,-3.286751675,inf
281_chr1,-0.799452474,inf
281_chr11,-2.08451637,inf
281_chr2,-2.656644373,inf
281_chr3,-1.879196111,inf
281_chr4,-1.053648731,inf
282_chr1,-100,3.7809844
282_chr11,-3.262796931,inf
282_chr17,-100,2.726361248
282_chr2,-100,4.424492665
282_chr3,-1.918407133,inf
282_chr4,-2.137094111,inf
283_chr1,0.468287924,inf
283_chr11,-1.25036125,inf
283_chr17,-1.3743602,inf
283_chr2,-1.787769186,inf
283_chr3,-1.62731466,inf
283_chr4,-1.532506467,inf
284_chr1,0.28174035,inf
284_chr11,-1.483126057,inf
284_chr17,-2.219784657,inf
284_chr2,-1.95954896,inf
284_chr3,-1.661213785,inf
284_chr4,-0.592909294,inf
285_chr1,0.230957495,inf
285_chr11,-1.94753741,inf
285_chr17,-1.064030363,inf
285_chr2,-2.087203144,inf
285_chr3,-2.298960378,inf
285_chr4,-1.556919736,inf
286_chr1,-1.105742717,inf
286_chr11,-2.535556855,inf
286_chr17,-2.002993204,inf
286_chr2,-2.876532827,inf
286_chr3,-2.428668878,inf
286_chr4,-2.356917392,inf
287_chr1,-2.753685565,inf
287_chr11,-3.927829154,inf
287_chr2,-100,3.332687487
287_chr3,0.104295649,inf
288_chr1,-0.330366018,inf
288_chr11,-3.398222493,inf
288_chr17,-1.132965958,inf
288_chr2,-3.005410188,inf
288_chr3,-3.157677464,inf
288_chr4,-2.395572329,inf
289_chr1,-100,4.044114146
289_chr11,-3.727132977,inf
289_chr17,-100,1.706882606
289_chr2,-100,3.910893756
289_chr3,-100,0.784060414
289_chr4,-3.944720441,inf
29_chr1,-100,4.194757764
29_chr11,-3.085799679,inf
29_chr17,-100,2.04892275
29_chr2,-100,3.132711477
29_chr3,-2.903910557,inf
29_chr4,-1.579436323,inf
290_chr1,0.058698694,inf
290_chr11,-3.041653081,inf
290_chr2,-1.343067621,inf
290_chr3,-3.033426649,inf
290_chr4,-1.941592759,inf
291_chr1,0.027406852,inf
291_chr11,-3.274482436,inf
291_chr17,-100,0.897979675
291_chr2,-0.927768354,inf
291_chr3,-2.358985848,inf
291_chr4,-1.298351779,inf
294_chr1,-100,1.780660103
294_chr11,-2.641244103,inf
294_chr17,-100,-0.988310099
294_chr2,-1.2967445,inf
294_chr3,-2.748002512,inf
294_chr4,-2.76774175,inf
295_chr1,-2.085982615,inf
295_chr11,-4.202831817,inf
295_chr17,-1.440321426,inf
295_chr2,-2.360218706,inf
295_chr3,-2.764139302,inf
295_chr4,-2.305320456,inf
296_chr1,-1.939102156,inf
296_chr11,-2.358021427,inf
296_chr17,-1.99145418,inf
296_chr2,-2.539891794,inf
296_chr3,-1.98484341,inf
296_chr4,-3.209684685,inf
297_chr1,0.370926987,inf
297_chr11,-2.111546388,inf
297_chr17,-100,-0.081028796
297_chr2,-1.148728423,inf
297_chr3,-1.094751704,inf
297_chr4,-1.494594756,inf
298_chr1,-0.856839749,inf
298_chr11,-2.449068735,inf
298_chr17,-1.126195256,inf
298_chr2,-1.648126481,inf
298_chr3,-2.549212538,inf
298_chr4,-2.583872428,inf
299_chr1,-0.382813338,inf
299_chr11,-3.738153011,inf
299_chr17,-100,1.671502198
299_chr2,-100,3.656546711
299_chr3,-2.316730725,inf
299_chr4,-3.9574398,inf
30_chr1,-0.724455699,inf
30_chr11,-2.381547776,inf
30_chr17,-100,1.956236113
30_chr2,-3.631184643,inf
30_chr3,-3.231907838,inf
30_chr4,-2.824738824,inf
300_chr1,-100,3.904437572
300_chr11,-2.854970615,inf
300_chr17,-100,3.791736181
300_chr2,-100,4.640793782
300_chr3,-3.841062432,inf
300_chr4,-3.259204763,inf
301_chr1,-2.358448327,inf
301_chr11,-3.360393424,inf
301_chr17,-2.386589809,inf
301_chr2,-2.43318161,inf
301_chr3,-2.109613576,inf
301_chr4,-2.305366066,inf
302_chr1,-1.676602498,inf
302_chr11,-2.538845626,inf
302_chr17,-100,0.657703956
302_chr2,-1.886530716,inf
302_chr3,-2.041825218,inf
304_chr1,-100,2.84361928
304_chr11,-2.583055907,inf
304_chr17,-2.160179296,inf
304_chr2,-2.078964866,inf
304_chr3,-1.407970949,inf
304_chr4,-1.839462838,inf
305_chr1,0.50429018,inf
305_chr11,-0.930247414,inf
305_chr17,-100,0.471393459
305_chr2,-1.123124317,inf
305_chr3,-1.456729993,inf
305_chr4,-0.747816757,inf
306_chr1,-100,1.629235119
306_chr11,-0.032447369,inf
306_chr2,-1.407975005,inf
306_chr3,-1.141032224,inf
306_chr4,-0.201401643,inf
307_chr1,-100,3.099577455
307_chr11,-0.469924864,inf
307_chr17,0.096202518,inf
307_chr2,-0.914303439,inf
307_chr3,-1.441703052,inf
307_chr4,-1.188708463,inf
308_chr1,-0.350137172,inf
308_chr11,-1.656810419,inf
308_chr17,-2.061649755,inf
308_chr2,-0.518133185,inf
308_chr3,-1.152353873,inf
308_chr4,-1.837440378,inf
309_chr1,-1.685647574,inf
309_chr11,-2.041304873,inf
309_chr17,-2.163909518,inf
309_chr2,-1.711055211,inf
309_chr3,-2.720023126,inf
309_chr4,-2.250392957,inf
31_chr1,0.242810293,inf
31_chr11,-1.645180008,inf
31_chr17,-2.263954856,inf
31_chr2,-2.430812782,inf
31_chr3,-2.270166368,inf
31_chr4,-1.233128692,inf
310_chr1,-2.458065426,inf
310_chr11,-100,1.453833073
310_chr17,-100,1.86169438
310_chr2,-2.526245808,inf
310_chr3,-2.19190291,inf
310_chr4,-3.088540457,inf
311_chr1,-100,3.245448694
311_chr11,-100,1.181816427
311_chr17,-2.816807483,inf
311_chr2,-2.136760025,inf
311_chr3,-2.251504056,inf
311_chr4,-1.844645796,inf
312_chr11,-100,2.641462556
312_chr17,-100,3.317358812
312_chr2,-1.77697649,inf
312_chr3,-2.156114295,inf
312_chr4,-1.877161099,inf
313_chr1,-2.18934858,inf
313_chr11,-1.869978801,inf
313_chr17,-2.172951325,inf
313_chr2,-1.853094835,inf
313_chr3,-3.224061822,inf
313_chr4,-3.902506182,inf
314_chr1,-100,4.179173368
314_chr11,-0.49172713,inf
314_chr17,-1.156918344,inf
314_chr2,-1.800806476,inf
314_chr3,-1.128632779,inf
314_chr4,-0.944756114,inf
315_chr1,0.733488866,inf
315_chr11,-0.62422529,inf
315_chr17,-1.852277511,inf
315_chr2,-1.096802862,inf
315_chr3,-1.741139101,inf
315_chr4,-0.932982851,inf
316_chr1,-3.022076755,inf
316_chr11,-100,3.577293646
316_chr17,-100,3.291882832
316_chr2,-100,1.348810892
316_chr3,-2.030692231,inf
316_chr4,-100,1.765052874
317_chr1,-100,3.910938787
317_chr11,-3.443951017,inf
317_chr17,-100,2.127664464
317_chr2,-100,3.365787965
317_chr3,-3.996009787,inf
317_chr4,-3.307935885,inf
318_chr1,-0.215633785,inf
318_chr11,-100,0.169909311
318_chr17,-100,0.714313046
318_chr2,-2.735613873,inf
318_chr3,-4.090149772,inf
318_chr4,-2.930902329,inf
319_chr1,-2.367171736,inf
319_chr11,-2.40877735,inf
319_chr17,-2.372662473,inf
319_chr2,-1.752860635,inf
319_chr3,-2.327216204,inf
319_chr4,-1.82454049,inf
32_chr1,-2.054566481,inf
32_chr11,-2.508106141,inf
32_chr17,-2.859122895,inf
32_chr2,-2.769542616,inf
32_chr3,-3.174849931,inf
32_chr4,-3.905210425,inf
320_chr1,-0.996567938,inf
320_chr11,-1.876987715,inf
320_chr17,-2.679545268,inf
320_chr2,-1.916848815,inf
320_chr3,-2.165514354,inf
320_chr4,-0.778217645,inf
321_chr1,-1.088561724,inf
321_chr11,-2.238782439,inf
321_chr17,-2.498273686,inf
321_chr2,-2.332933398,inf
321_chr3,-2.25617377,inf
321_chr4,-2.510468647,inf
322_chr1,-3.169408584,inf
322_chr11,-3.01048447,inf
322_chr17,-2.009985282,inf
322_chr2,-1.149650997,inf
322_chr3,-1.619782404,inf
322_chr4,-2.166209022,inf
323_chr1,-2.31104836,inf
323_chr11,-100,3.995171881
323_chr17,-100,2.723760059
323_chr2,-100,2.645977359
323_chr3,-2.002968945,inf
323_chr4,-1.841662069,inf
324_chr1,0.0299152,inf
324_chr11,-100,0.9902671
324_chr17,-100,1.01087126
324_chr2,-2.276841049,inf
324_chr3,-3.455829517,inf
324_chr4,-3.553655479,inf
325_chr1,0.983544405,inf
325_chr11,-0.583704438,inf
325_chr17,-0.957679404,inf
325_chr2,-0.412841777,inf
325_chr3,-1.292522013,inf
325_chr4,-0.095364156,inf
326_chr1,-1.375756742,inf
326_chr11,-2.497796793,inf
326_chr17,-2.074508882,inf
326_chr2,-2.265612933,inf
326_chr3,-2.012498432,inf
326_chr4,-2.85148578,inf
327_chr1,-0.844156183,inf
327_chr11,-2.859601827,inf
327_chr17,-100,0.878049168
327_chr2,-2.683077474,inf
327_chr3,-2.754614984,inf
327_chr4,-2.023080479,inf
328_chr1,-100,3.398513149
328_chr11,-3.880246629,inf
328_chr17,-2.634561518,inf
328_chr2,-1.401144678,inf
328_chr3,-1.575696562,inf
328_chr4,-2.965371076,inf
329_chr1,-100,2.347221564
329_chr11,-3.314773761,inf
329_chr17,-100,2.321596643
329_chr2,-100,3.565595857
329_chr3,-2.831088283,inf
329_chr4,-1.666162412,inf
33_chr1,-0.151892084,inf
33_chr11,-100,2.315625867
33_chr17,-100,1.852277669
33_chr2,-2.762209499,inf
33_chr3,-100,2.735776008
33_chr4,-1.387900613,inf
330_chr1,-100,3.200584109
330_chr11,-3.053309152,inf
330_chr17,-100,1.320158125
330_chr2,-100,4.040686845
330_chr3,-1.111275155,inf
330_chr4,-2.041377687,inf
331_chr1,-100,3.053950999
331_chr11,-100,2.720504647
331_chr17,-100,1.711553044
331_chr2,-100,1.85419761
331_chr3,-0.44112464,inf
331_chr4,-100,1.650923818
332_chr1,-100,3.116201867
332_chr11,-0.931317517,inf
332_chr17,-100,1.153128314
332_chr2,-100,2.478232657
332_chr3,-1.269375842,inf
332_chr4,0.555521106,inf
333_chr1,-2.085896498,inf
333_chr11,-2.525928762,inf
333_chr17,-2.252810588,inf
333_chr2,-1.45214262,inf
333_chr3,-1.863209973,inf
333_chr4,-2.624716602,inf
334_chr1,-2.80292691,inf
334_chr11,-3.447525714,inf
334_chr17,-3.253282643,inf
334_chr2,-1.791821253,inf
334_chr3,-1.932272979,inf
334_chr4,-2.185593769,inf
335_chr1,-0.25822266,inf
335_chr11,-3.239603477,inf
335_chr17,-2.177990815,inf
335_chr2,-3.231660162,inf
335_chr3,-2.163919463,inf
335_chr4,-4.460514607,inf
336_chr1,-1.668086554,inf
336_chr11,-4.657607986,inf
336_chr17,-100,0.916248767
336_chr2,-4.234809563,inf
336_chr3,-3.773113823,inf
336_chr4,-2.103535474,inf
337_chr1,-0.120501815,inf
337_chr11,-1.355003096,inf
337_chr17,-2.533095613,inf
337_chr2,-1.742466541,inf
337_chr3,-1.964913438,inf
337_chr4,-1.180462351,inf
338_chr1,-0.113210327,inf
338_chr11,-2.63028938,inf
338_chr17,-1.06675095,inf
338_chr2,-1.927122069,inf
338_chr3,-1.69490814,inf
338_chr4,-2.115459716,inf
339_chr1,1.170135361,inf
339_chr11,-1.403762208,inf
339_chr17,-1.077489171,inf
339_chr2,-1.338165482,inf
339_chr3,-1.921394202,inf
339_chr4,-1.863535059,inf
34_chr1,-0.539115792,inf
34_chr11,-1.924777367,inf
34_chr17,-2.853626707,inf
34_chr2,-2.45019473,inf
34_chr3,-2.223738606,inf
34_chr4,-2.796470284,inf
340_chr1,1.801060258,inf
340_chr11,-0.895581925,inf
340_chr17,-0.370798412,inf
340_chr2,-1.395086326,inf
340_chr3,-0.681539968,inf
340_chr4,-0.483532606,inf
341_chr1,-100,2.432578851
341_chr11,-0.161754826,inf
341_chr17,0.098157305,inf
341_chr2,-0.889278335,inf
341_chr3,-0.305466316,inf
341_chr4,0.884492737,inf
342_chr1,-2.190704569,inf
342_chr11,-3.003193247,inf
342_chr17,-1.281958897,inf
342_chr2,-2.042048484,inf
342_chr3,-2.406242608,inf
342_chr4,-2.124224817,inf
343_chr1,0.384287262,inf
343_chr11,-0.98915123,inf
343_chr17,-1.400049247,inf
343_chr2,-2.43480567,inf
343_chr3,-2.211447467,inf
343_chr4,-1.631794684,inf
344_chr1,-0.802145356,inf
344_chr11,-2.566489308,inf
344_chr17,-0.723971707,inf
344_chr2,-2.233414766,inf
344_chr3,-1.165048822,inf
344_chr4,-1.388375442,inf
345_chr1,-0.913827249,inf
345_chr11,-2.557127696,inf
345_chr17,-0.609339315,inf
345_chr2,-1.744605595,inf
345_chr3,-1.158630162,inf
345_chr4,-1.14251572,inf
346_chr1,0.940786557,inf
346_chr11,-1.513530221,inf
346_chr17,-1.158059074,inf
346_chr2,-1.961227855,inf
346_chr3,-1.509215283,inf
346_chr4,-1.461401401,inf
347_chr1,-1.892102288,inf
347_chr11,-2.169103432,inf
347_chr17,-2.560797449,inf
347_chr2,-1.900246215,inf
347_chr3,-1.915164348,inf
347_chr4,-2.118849538,inf
348_chr1,-1.645020398,inf
348_chr11,-2.853911791,inf
348_chr17,-1.789532581,inf
348_chr2,-2.39005505,inf
348_chr3,-2.710039271,inf
348_chr4,-2.508682231,inf
349_chr1,-100,2.197201252
349_chr11,-2.415551881,inf
349_chr17,-100,0.544155231
349_chr2,-100,0.438801732
349_chr3,-2.182096333,inf
349_chr4,-2.871800036,inf
35_chr1,-2.099697553,inf
35_chr11,-2.124956683,inf
35_chr17,-1.211139586,inf
35_chr2,-1.878189548,inf
35_chr3,-1.403757285,inf
35_chr4,-1.427159928,inf
350_chr1,-1.488685651,inf
350_chr11,-2.543524202,inf
350_chr17,-1.593600448,inf
350_chr2,-2.917447288,inf
350_chr3,-2.470120242,inf
350_chr4,-2.917210995,inf
351_chr1,-0.008825702,inf
351_chr11,-2.459143996,inf
351_chr17,-2.525442083,inf
351_chr2,-100,2.225910856
351_chr3,-2.415910354,inf
351_chr4,-2.338472533,inf
352_chr1,-1.343932812,inf
352_chr11,-100,2.003343685
352_chr17,-100,2.232214999
352_chr2,-1.504714143,inf
352_chr3,-100,1.341575804
352_chr4,-2.125411621,inf
353_chr1,-0.475655587,inf
353_chr11,-3.278458941,inf
353_chr17,-2.88931538,inf
353_chr2,-1.076427182,inf
353_chr3,-2.585831842,inf
353_chr4,-1.434856295,inf
354_chr1,1.302807527,inf
354_chr11,-1.212780948,inf
354_chr17,-1.227101507,inf
354_chr2,-2.082991264,inf
354_chr3,-1.487361423,inf
354_chr4,-0.401033996,inf
355_chr1,-1.534834068,inf
355_chr11,-0.870480797,inf
355_chr17,-2.341564623,inf
355_chr2,-1.474540394,inf
355_chr3,-1.387412361,inf
355_chr4,-0.920005228,inf
356_chr1,-100,3.199557147
356_chr11,-100,1.446269306
356_chr17,-100,0.84918462
356_chr2,-100,3.850513215
356_chr3,-2.289009733,inf
356_chr4,-0.561755623,inf
357_chr1,-0.276161867,inf
357_chr11,-0.742468378,inf
357_chr17,-0.455347141,inf
357_chr2,-1.977774938,inf
357_chr3,-0.44157285,inf
357_chr4,-1.965984065,inf
358_chr1,1.665130118,inf
358_chr11,-0.403344208,inf
358_chr17,-0.730945573,inf
358_chr2,-0.925760341,inf
358_chr3,-0.985140364,inf
358_chr4,-0.10156913,inf
359_chr1,-1.347551458,inf
359_chr11,-1.64698349,inf
359_chr17,-2.003614286,inf
359_chr2,-1.710152271,inf
359_chr3,-1.426026341,inf
359_chr4,-2.037911475,inf
36_chr1,-0.27133604,inf
36_chr11,-2.348888189,inf
36_chr17,-2.310483639,inf
36_chr2,-2.752031447,inf
36_chr3,-3.141078591,inf
36_chr4,-2.504075934,inf
360_chr1,-100,2.50967667
360_chr11,-0.762583456,inf
360_chr17,-100,1.706836656
360_chr2,-100,2.668632851
360_chr3,-0.560845346,inf
360_chr4,-0.145984342,inf
361_chr1,-1.51063705,inf
361_chr11,-2.229323144,inf
361_chr17,-1.722282059,inf
361_chr2,-2.159722379,inf
361_chr3,-1.482449736,inf
361_chr4,-0.670292247,inf
362_chr1,0.079379436,inf
362_chr11,-1.00999589,inf
362_chr17,-0.147702918,inf
362_chr2,-100,2.163431298
362_chr3,-0.871369931,inf
362_chr4,-0.766311068,inf
363_chr1,-0.650694494,inf
363_chr11,-1.645389665,inf
363_chr17,-0.731101051,inf
363_chr2,-0.895719875,inf
363_chr3,-1.433202441,inf
363_chr4,-1.215061173,inf
364_chr1,-1.485837336,inf
364_chr11,-3.1245167,inf
364_chr17,-3.323125176,inf
364_chr2,-100,0.166302698
364_chr3,-2.259948073,inf
364_chr4,-100,-1.115449012
365_chr1,-1.035336239,inf
365_chr11,-2.85670281,inf
365_chr17,-3.077819888,inf
365_chr2,-2.260530102,inf
365_chr3,-2.662539212,inf
365_chr4,-1.395333373,inf
366_chr1,-2.388453683,inf
366_chr11,-3.277869609,inf
366_chr17,-3.177449717,inf
366_chr2,-3.749803072,inf
366_chr3,-3.836063223,inf
366_chr4,-1.291553503,inf
367_chr1,-1.268610178,inf
367_chr11,-2.74341782,inf
367_chr17,-2.03791928,inf
367_chr2,-1.681585036,inf
367_chr3,-1.693462008,inf
367_chr4,-2.032637357,inf
368_chr11,-100,0.189724145
368_chr17,-100,3.625297235
368_chr2,-100,3.392990155
369_chr1,-100,2.483022853
369_chr11,-1.617744315,inf
369_chr17,-1.766938362,inf
369_chr2,-1.824155081,inf
369_chr3,-1.293689048,inf
369_chr4,-1.778047847,inf
37_chr1,-1.445750733,inf
37_chr11,-3.101120812,inf
37_chr17,-2.528391875,inf
37_chr2,-3.084628693,inf
37_chr3,-2.996700077,inf
37_chr4,-2.155429427,inf
371_chr1,-100,0.97600488
371_chr11,-1.402617199,inf
371_chr17,-100,0.512669706
371_chr2,-1.950638272,inf
371_chr3,-1.70117983,inf
371_chr4,-0.750503735,inf
373_chr1,0.388066721,inf
373_chr11,-1.953627301,inf
373_chr17,-0.66782118,inf
373_chr2,-1.331714011,inf
373_chr3,-1.904966875,inf
373_chr4,-1.00876498,inf
375_chr1,-100,2.702072292
375_chr17,-100,1.083094952
375_chr2,-2.769408739,inf
375_chr3,-100,2.092761954
375_chr4,-100,1.336107142
376_chr1,-2.095248257,inf
376_chr11,-4.559875111,inf
376_chr17,-3.30723144,inf
376_chr2,-4.131199443,inf
376_chr3,-4.842463789,inf
376_chr4,-3.738771876,inf
377_chr1,-1.709792324,inf
377_chr11,-3.425684278,inf
377_chr17,-2.586738716,inf
377_chr2,-2.517823061,inf
377_chr3,-2.418120556,inf
377_chr4,-2.271441064,inf
378_chr1,-100,2.871523292
378_chr11,-0.935226938,inf
378_chr17,-1.62358663,inf
378_chr2,-1.664638595,inf
378_chr3,-1.705038847,inf
378_chr4,-0.643819579,inf
379_chr1,-1.726126344,inf
379_chr11,-1.637415399,inf
