sequenceID,log_lambda,total_labels,fp,fn
194_chr1,1.8297691956748992,1,0,0
194_chr11,1.639635655072424,1,0,0
194_chr17,1.6504812238075268,0,0,0
194_chr2,1.7387734191348363,1,0,0
194_chr3,1.6893760735113401,0,0,0
194_chr4,1.6616238585115888,0,0,0
195_chr1,1.837433010175254,1,0,0
195_chr11,1.666442781379039,1,0,0
195_chr17,1.6556422529709331,1,0,0
195_chr2,1.7592608106203929,1,0,0
195_chr3,1.7136314427104262,1,0,0
195_chr4,1.6996936443146262,1,0,0
196_chr1,1.8108906498280444,1,0,0
196_chr10,1.557077128137304,1,0,0
196_chr11,1.6019790905057438,1,0,0
196_chr14,1.4831304777411851,1,0,0
196_chr17,1.6218792042124106,1,0,0
196_chr19,1.3588769911382217,1,0,0
196_chr2,1.6942233942183775,1,0,0
196_chr3,1.6451493117368803,1,0,0
196_chr4,1.5947817710037706,1,0,0
196_chr9,1.5476647089811362,1,0,0
197_chr1,1.78173796338328,1,0,0
197_chr11,1.53975317897557,1,0,0
197_chr17,1.5872636973025485,1,0,0
197_chr2,1.6616238585115888,1,0,0
197_chr3,1.6280143374292215,1,0,0
197_chr4,1.5872636973025485,1,0,0
198_chr1,1.8377308623123876,1,0,0
198_chr11,1.666442781379039,1,0,0
198_chr17,1.6556422529709331,1,0,0
198_chr2,1.7597769359162803,1,0,0
198_chr3,1.7136314427104262,1,0,0
198_chr4,1.6996936443146262,1,0,0
199_chr1,1.866820361487216,1,0,0
199_chr11,1.6973728737148535,1,0,0
199_chr17,1.7071867066117268,1,0,0
199_chr2,1.7956597852571103,1,0,0
199_chr3,1.7861012816874497,1,0,0
199_chr4,1.7523810495773449,1,0,0
19_chr1,1.8677772718818022,1,0,0
19_chr11,1.6965914837958764,1,0,0
19_chr17,1.7071867066117268,1,0,0
19_chr2,1.7956597852571103,1,0,0
19_chr3,1.7852391479970382,1,0,0
19_chr4,1.7529218107091815,1,0,0
1_chr1,1.8182727521228248,3,0,1
1_chr11,1.6180854379591356,2,0,0
1_chr15,1.4746366515748413,2,0,1
1_chr17,1.6373766762290247,1,0,0
1_chr19,1.3881259789913998,1,0,0
1_chr2,1.7086424843059957,1,0,0
1_chr3,1.6586610167850495,1,0,0
1_chr4,1.6168012568351087,1,0,0
1_chr6,1.6280143374292215,2,0,1
1_chr7,1.5809998372418241,1,0,0
1_chr9,1.562489821742864,2,0,1
1_chrX,1.5159789342503565,1,0,0
200_chr1,1.8256093633196335,1,0,0
200_chr11,1.6268054862616488,1,0,0
200_chr17,1.640753481184427,1,0,0
200_chr2,1.7283246555495033,1,0,0
200_chr3,1.6800782821876006,1,0,0
200_chr4,1.6473032557366176,1,0,0
201_chr1,1.768769066221245,0,0,0
201_chr11,1.5417646344281224,0,0,0
201_chr17,1.5976977501549372,0,0,0
201_chr2,1.6494288456372879,0,0,0
201_chr3,1.6180854379591356,1,0,0
201_chr4,1.53975317897557,1,0,0
202_chr1,1.8206493212521828,1,0,0
202_chr11,1.6168012568351087,0,0,0
202_chr17,1.6385100869349585,0,0,0
202_chr2,1.710084571056691,0,0,0
202_chr3,1.6635689618373102,0,0,0
202_chr4,1.611562712266506,0,0,0
203_chr1,1.7417128123332075,1,0,0
203_chr11,1.465736890326896,1,0,0
203_chr17,1.5314704927383054,1,0,0
203_chr2,1.5933046536324995,1,0,0
203_chr3,1.5677385634836343,1,0,0
203_chr4,1.4803421887365897,1,0,0
204_chr1,1.8064912345199307,1,0,0
204_chr11,1.606153850141491,0,0,0
204_chr17,1.6168012568351087,0,0,0
204_chr2,1.7086424843059957,2,0,1
204_chr3,1.6473032557366176,1,0,0
204_chr4,1.614202647204422,1,0,0
205_chr1,1.8213209662317569,1,0,0
205_chr11,1.6268054862616488,1,0,0
205_chr17,1.640753481184427,1,0,0
205_chr2,1.7244565609458455,1,0,0
205_chr3,1.6756626832965449,1,0,0
205_chr4,1.6462298719826172,1,0,0
206_chr1,1.8281840120059292,1,0,0
206_chr11,1.6327625287522542,1,0,0
206_chr17,1.6440614850208792,1,0,0
206_chr2,1.7314739779080859,1,0,0
206_chr3,1.6843731492759335,1,0,0
206_chr4,1.6515267696058114,1,0,0
207_chr1,1.8239755997460028,4,0,1
207_chr10,1.60056406759735,6,0,2
207_chr11,1.6180854379591356,0,0,0
207_chr12,1.6673892921414593,3,0,0
207_chr15,1.4885839460327333,3,0,1
207_chr17,1.639635655072424,3,0,0
207_chr18,1.4687507892374685,2,0,1
207_chr19,1.396999671219974,1,0,0
207_chr2,1.7177816995013306,1,0,0
207_chr21,1.3308317646057786,1,0,0
207_chr22,1.4831304777411851,1,0,0
207_chr3,1.6701954155939902,1,0,0
207_chr4,1.6350859153080564,3,0,0
207_chr5,1.6673892921414593,4,0,2
208_chr1,1.820985548494096,1,0,0
208_chr11,1.6102268623203686,0,0,0
208_chr17,1.6373766762290247,1,0,0
208_chr2,1.7218217550180943,1,0,0
208_chr3,1.666442781379039,1,0,0
208_chr4,1.633928354228994,1,0,0
209_chr1,1.7781495824971294,0,0,0
209_chr11,1.6168012568351087,0,0,0
209_chr17,1.6292143487645936,0,0,0
209_chr2,1.6942233942183775,0,0,0
209_chr3,1.6451493117368803,1,0,0
209_chr4,1.5976977501549372,1,0,0
20_chr1,1.8687273871810708,0,0,0
20_chr11,1.6973728737148535,1,0,0
20_chr17,1.7064536073163994,0,0,0
20_chr2,1.796061199144026,1,0,0
20_chr3,1.7861012816874497,1,0,0
20_chr4,1.7529218107091815,1,0,0
210_chr1,1.8203122808251364,1,0,0
210_chr11,1.6168012568351087,1,0,0
210_chr17,1.639635655072424,1,0,0
210_chr2,1.7198151588094999,1,0,0
210_chr3,1.6673892921414593,1,0,0
210_chr4,1.6304056399335578,1,0,0
211_chr1,1.7848061328903184,1,0,0
211_chr11,1.5761462244678353,0,0,0
211_chr2,1.672038928909586,1,0,0
211_chr3,1.607522596743224,0,0,0
211_chr4,1.5589001622577283,1,0,0
212_chr1,1.8281840120059292,0,0,0
212_chr11,1.6350859153080564,1,0,0
212_chr17,1.6440614850208792,1,0,0
212_chr2,1.7320960110184258,1,0,0
212_chr3,1.6860586552156356,1,0,0
212_chr4,1.652565565295187,1,0,0
213_chr1,1.7873848498299765,1,0,0
213_chr11,1.5533727917527633,1,0,0
213_chr17,1.5933046536324995,1,0,0
213_chr2,1.6673892921414593,1,0,0
213_chr3,1.6243607736485148,1,0,0
213_chr4,1.5809998372418241,1,0,0
214_chr1,1.8300840639548146,0,0,0
214_chr11,1.640753481184427,1,0,0
214_chr17,1.6535976917010051,0,0,0
214_chr2,1.7387734191348363,0,0,0
214_chr3,1.6877261782437236,1,0,0
214_chr4,1.6625993768319907,1,0,0
215_chr1,1.8246314135245805,0,0,0
215_chr11,1.6304056399335578,1,0,0
215_chr17,1.6451493117368803,0,0,0
215_chr2,1.729592297654431,1,0,0
215_chr3,1.6800782821876006,1,0,0
215_chr4,1.6451493117368803,0,0,0
216_chr1,1.8281840120059292,0,0,0
216_chr11,1.6350859153080564,0,0,0
216_chr17,1.6440614850208792,0,0,0
216_chr2,1.729592297654431,1,0,0
216_chr3,1.6860586552156356,0,0,0
216_chr4,1.652565565295187,1,0,0
217_chr1,1.7936355706493905,1,0,0
217_chr11,1.590311111517258,1,0,0
217_chr16,1.453173761903945,1,0,1
217_chr17,1.6180854379591356,2,0,1
217_chr2,1.6835235388561318,1,0,0
217_chr3,1.6243607736485148,1,0,0
217_chr4,1.5887942507576207,1,0,0
218_chr1,1.8083410570287406,1,0,0
218_chr11,1.5947817710037706,1,0,0
218_chr17,1.599137017997089,1,0,0
218_chr2,1.701980070888831,1,0,0
218_chr3,1.6440614850208792,1,0,0
218_chr4,1.60056406759735,1,0,0
219_chr1,1.8294536087185542,0,0,0
219_chr11,1.6362353204949376,1,0,0
219_chr17,1.6451493117368803,1,0,0
219_chr2,1.734558705334726,2,0,1
219_chr3,1.6852181727139932,1,0,0
219_chr4,1.6566548425881231,1,0,0
219_chr5,1.6783268831289937,2,0,1
21_chr1,1.8677772718818022,1,0,0
21_chr11,1.6973728737148535,1,0,0
21_chr17,1.7071867066117268,1,0,0
21_chr2,1.796061199144026,1,0,0
21_chr3,1.7865304148526806,1,0,0
21_chr4,1.7539974277210848,1,0,0
220_chr1,1.8246314135245805,1,0,0
220_chr10,1.6168012568351087,5,0,3
220_chr11,1.6231246605584686,3,0,0
220_chr17,1.641863663944111,3,0,0
220_chr19,1.4012920835590674,2,0,1
220_chr2,1.7251081588580128,3,0,1
220_chr20,1.5136524718106426,3,0,1
220_chr3,1.672952691374451,3,0,3
220_chr4,1.6362353204949376,1,0,0
220_chr7,1.5947817710037706,3,0,1
220_chr9,1.5761462244678353,0,0,0
221_chr1,1.8252841449754358,1,0,0
221_chr11,1.6268054862616488,1,0,0
221_chr17,1.641863663944111,1,0,0
221_chr2,1.7257569610137753,1,0,0
221_chr3,1.6809467148946111,1,0,0
221_chr4,1.6362353204949376,1,0,0
222_chr1,1.8068631459629139,1,0,0
222_chr11,1.6033822739252712,1,0,0
222_chr17,1.614202647204422,1,0,0
222_chr2,1.7093652239769999,1,0,0
222_chr3,1.6535976917010051,1,0,0
222_chr4,1.6180854379591356,1,0,0
223_chr1,1.8291372999943216,1,0,0
223_chr11,1.6373766762290247,1,0,0
223_chr17,1.6462298719826172,1,0,0
223_chr2,1.735775060181448,1,0,0
223_chr3,1.6885533075517642,1,0,0
223_chr4,1.6556422529709331,1,0,0
224_chr1,1.8027172281158337,1,0,0
224_chr11,1.5887942507576207,0,0,0
224_chr17,1.6180854379591356,0,0,0
224_chr2,1.6877261782437236,1,0,0
224_chr3,1.639635655072424,1,0,0
224_chr4,1.5947817710037706,0,0,0
225_chr1,1.8294536087185542,1,0,0
225_chr11,1.631588328253238,1,0,0
225_chr17,1.6429663002001658,1,0,0
225_chr2,1.735775060181448,1,0,0
225_chr3,1.6860586552156356,1,0,0
225_chr4,1.654623228243748,1,0,0
226_chr1,1.8158550349496865,3,0,0
226_chr11,1.6102268623203686,1,0,0
226_chr17,1.6255876731852767,3,0,1
226_chr2,1.710800555208106,4,0,2
226_chr3,1.654623228243748,1,0,0
226_chr4,1.6243607736485148,1,0,0
227_chr1,1.7919952544220663,3,0,1
227_chr11,1.5872636973025485,1,0,0
227_chr2,1.6901945189330263,3,0,1
227_chr3,1.611562712266506,1,0,0
227_chr4,1.582587535887981,3,0,1
228_chr1,1.8030991955205928,0,0,0
228_chr11,1.6047738008405017,1,0,0
228_chr17,1.614202647204422,0,0,0
228_chr2,1.701221686014351,0,0,0
228_chr3,1.640753481184427,1,0,0
228_chr4,1.611562712266506,1,0,0
229_chr1,2.155697356321674,1,0,0
229_chr11,2.0904129756735697,1,0,0
229_chr17,2.024795063782879,1,0,0
229_chr2,2.16205316619808,1,0,0
229_chr3,2.1386984179188384,1,0,0
229_chr4,2.134139283023825,1,0,0
22_chr1,1.7911679757667864,0,0,0
22_chr11,1.5761462244678353,0,0,0
22_chr12,1.6473032557366176,2,2,0
22_chr13,1.4214526816086592,2,0,2
22_chr17,1.599137017997089,0,0,0
22_chr19,1.3053227409632366,1,0,1
22_chr2,1.672952691374451,1,0,0
22_chr21,1.2839620094543296,1,0,0
22_chr3,1.6180854379591356,1,0,0
22_chr4,1.5711511089688401,1,0,0
22_chr9,1.53975317897557,2,0,2
230_chr1,1.8252841449754358,0,0,0
230_chr11,1.631588328253238,1,0,0
230_chr17,1.6494288456372879,0,0,0
230_chr2,1.7264029897812705,0,0,0
230_chr3,1.6783268831289937,1,0,0
230_chr4,1.654623228243748,1,0,0
231_chr1,1.8291372999943216,1,0,0
231_chr11,1.6373766762290247,1,0,0
231_chr17,1.6451493117368803,1,0,0
231_chr2,1.735775060181448,1,0,0
231_chr3,1.6852181727139932,1,0,0
231_chr4,1.6566548425881231,1,0,0
232_chr1,1.7786030382976357,0,0,0
232_chr11,1.5607042729746456,1,0,0
232_chr17,1.5841605801847392,0,0,0
232_chr2,1.6440614850208792,0,0,0
232_chr3,1.606153850141491,1,0,0
232_chr4,1.537718545324583,1,0,0
233_chr1,1.7928177689649094,0,0,0
233_chr11,1.5887942507576207,1,0,0
233_chr17,1.599137017997089,0,0,0
233_chr2,1.677443815276561,0,0,0
233_chr3,1.6255876731852767,1,0,0
233_chr4,1.5793972284736488,1,0,0
234_chr1,1.828820266391222,1,0,0
234_chr11,1.631588328253238,0,0,0
234_chr17,1.6462298719826172,0,0,0
234_chr2,1.7327154807183742,1,0,0
234_chr3,1.6852181727139932,1,0,0
234_chr4,1.6556422529709331,0,0,0
235_chr1,1.8168963237306681,1,0,0
235_chr11,1.6047738008405017,0,0,0
235_chr17,1.6350859153080564,0,0,0
235_chr2,1.6965914837958764,0,0,0
235_chr3,1.6566548425881231,1,0,0
235_chr4,1.6218792042124106,1,0,0
236_chr1,1.8148059394132667,1,0,0
236_chr11,1.6088802117007757,1,0,0
236_chr17,1.6243607736485148,1,0,0
236_chr2,1.7093652239769999,1,0,0
236_chr3,1.6535976917010051,1,0,0
236_chr4,1.6231246605584686,1,0,0
237_chr1,1.8007917792034567,1,0,0
237_chr11,1.5947817710037706,1,0,0
237_chr17,1.6088802117007757,1,0,0
237_chr2,1.698150339405538,1,0,0
237_chr3,1.639635655072424,1,0,0
237_chr4,1.6102268623203686,1,0,0
238_chr1,1.828502504778594,1,0,0
238_chr11,1.631588328253238,1,0,0
238_chr17,1.6440614850208792,1,0,0
238_chr2,1.73394680849809,1,0,0
238_chr3,1.6860586552156356,1,0,0
238_chr4,1.652565565295187,1,0,0
239_chr1,1.8158550349496865,1,0,0
239_chr11,1.6102268623203686,0,0,0
239_chr17,1.6255876731852767,0,0,0
239_chr2,1.710084571056691,1,0,0
239_chr3,1.652565565295187,1,0,0
239_chr4,1.6231246605584686,1,0,0
23_chr1,1.8684904904252935,1,0,0
23_chr11,1.6973728737148535,1,0,0
23_chr17,1.7071867066117268,1,0,0
23_chr2,1.7956597852571103,1,0,0
23_chr3,1.7865304148526806,1,0,0
23_chr4,1.7534605989414096,1,0,0
240_chr1,1.8236465284091044,1,0,0
240_chr11,1.6231246605584686,1,0,0
240_chr17,1.6385100869349585,1,0,0
240_chr2,1.7224847649939812,1,0,0
240_chr3,1.6756626832965449,1,0,0
240_chr4,1.6304056399335578,1,0,0
241_chr1,1.8272241149214201,1,0,0
241_chr11,1.6268054862616488,1,0,0
241_chr17,1.6362353204949376,1,0,0
241_chr2,1.7302221415008947,1,0,0
241_chr3,1.6783268831289937,1,0,0
241_chr4,1.6440614850208792,1,0,0
242_chr1,1.8281840120059292,1,0,0
242_chr11,1.6304056399335578,1,0,0
242_chr17,1.6429663002001658,1,0,0
242_chr2,1.729592297654431,1,0,0
242_chr3,1.6818103694507691,1,0,0
242_chr4,1.6494288456372879,1,0,0
243_chr1,1.8172417039711923,1,0,0
243_chr11,1.6180854379591356,1,0,0
243_chr17,1.6280143374292215,1,0,0
243_chr2,1.7270462672679818,1,0,0
243_chr3,1.672038928909586,1,0,0
243_chr4,1.640753481184427,1,0,0
244_chr1,1.827864784902705,1,0,0
244_chr11,1.6362353204949376,1,0,0
244_chr17,1.6440614850208792,0,0,0
244_chr2,1.7314739779080859,0,0,0
244_chr3,1.6860586552156356,1,0,0
244_chr4,1.654623228243748,1,0,0
245_chr1,1.7238021446444243,1,0,0
245_chr11,1.4831304777411851,0,0,0
245_chr17,1.493880539808272,0,0,0
245_chr2,1.5962460680403698,1,0,0
245_chr3,1.511295614460169,1,0,0
245_chr4,1.4563938230443614,1,0,0
246_chr1,1.8294536087185542,1,0,0
246_chr11,1.639635655072424,1,0,0
246_chr17,1.6494288456372879,1,0,0
246_chr2,1.739956130141644,1,0,0
246_chr3,1.6885533075517642,1,0,0
246_chr4,1.6616238585115888,1,0,0
247_chr1,1.8275448202782196,4,0,2
247_chr11,1.6292143487645936,3,0,0
247_chr17,1.640753481184427,0,0,0
247_chr2,1.7327154807183742,1,0,0
247_chr20,1.511295614460169,2,0,1
247_chr3,1.6835235388561318,0,0,0
247_chr4,1.6494288456372879,2,0,1
247_chr5,1.6783268831289937,1,0,0
247_chrX,1.5872636973025485,3,0,2
248_chr1,1.8682531732300711,1,0,0
248_chr11,1.6973728737148535,0,0,0
248_chr17,1.7071867066117268,0,0,0
248_chr2,1.796061199144026,1,0,0
248_chr3,1.7861012816874497,1,0,0
248_chr4,1.7529218107091815,1,0,0
249_chr1,1.8281840120059292,0,0,0
249_chr11,1.633928354228994,1,0,0
249_chr17,1.6483695513605736,0,0,0
249_chr2,1.7333324067158664,0,0,0
249_chr3,1.6843731492759335,1,0,0
249_chr4,1.654623228243748,1,0,0
24_chr1,1.837433010175254,1,0,0
24_chr11,1.666442781379039,1,0,0
24_chr17,1.6556422529709331,1,0,0
24_chr2,1.7587428653389103,1,0,0
24_chr3,1.7136314427104262,1,0,0
24_chr4,1.6996936443146262,1,0,0
251_chr1,1.8272241149214201,1,0,0
251_chr11,1.6280143374292215,1,0,0
251_chr17,1.640753481184427,1,0,0
251_chr2,1.7283246555495033,1,0,0
251_chr3,1.6792050217206924,1,0,0
251_chr4,1.6429663002001658,1,0,0
252_chr1,1.8061183399411698,1,0,0
252_chr11,1.5976977501549372,0,0,0
252_chr17,1.614202647204422,0,0,0
252_chr2,1.69262435098263,0,0,0
252_chr3,1.6429663002001658,1,0,0
252_chr4,1.5857192195601266,0,0,0
253_chr1,1.8252841449754358,0,0,0
253_chr11,1.6280143374292215,1,0,0
253_chr17,1.6440614850208792,1,0,0
253_chr2,1.7270462672679818,0,0,0
253_chr3,1.6783268831289937,1,0,0
253_chr4,1.6462298719826172,1,0,0
254_chr1,1.8094394020221285,0,0,0
254_chr11,1.6033822739252712,1,0,0
254_chr17,1.612887921665338,0,0,0
254_chr2,1.7079163219967186,0,0,0
254_chr3,1.6515267696058114,1,0,0
254_chr4,1.612887921665338,1,0,0
255_chr1,1.7948535467124367,1,0,0
255_chr11,1.590311111517258,1,0,0
255_chr17,1.606153850141491,1,0,0
255_chr2,1.6910086860165965,1,0,0
255_chr3,1.614202647204422,1,0,0
255_chr4,1.590311111517258,1,0,0
256_chr1,1.8256093633196335,1,0,0
256_chr11,1.6218792042124106,1,0,0
256_chr17,1.6385100869349585,1,0,0
256_chr2,1.727686815324715,1,0,0
256_chr3,1.677443815276561,1,0,0
256_chr4,1.639635655072424,1,0,0
257_chr1,1.8291372999943216,3,0,0
257_chr10,1.6268054862616488,2,0,0
257_chr11,1.6385100869349585,1,0,0
257_chr17,1.6504812238075268,3,0,1
257_chr2,1.7387734191348363,3,0,0
257_chr3,1.6877261782437236,1,0,0
257_chr4,1.6596547483333284,1,0,0
258_chr1,1.7812942670402616,0,0,0
258_chr11,1.5711511089688401,1,0,0
258_chr17,1.55523479881416,1,0,0
258_chr2,1.6673892921414593,0,0,0
258_chr3,1.5777794472527427,1,0,0
258_chr4,1.5417646344281224,1,0,0
259_chr1,1.8246314135245805,1,0,0
259_chr11,1.6255876731852767,1,0,0
259_chr17,1.6385100869349585,1,0,0
259_chr2,1.7224847649939812,1,0,0
259_chr3,1.672952691374451,1,0,0
259_chr4,1.633928354228994,1,0,0
25_chr1,1.7865304148526806,1,0,0
25_chr11,1.6206242722269526,1,0,0
25_chr17,1.6327625287522542,1,0,0
25_chr2,1.7170977932016505,1,0,0
25_chr20,1.4964725796851872,1,0,1
25_chr3,1.6625993768319907,1,0,0
25_chr4,1.6304056399335578,1,0,0
260_chr1,1.8269026656007323,0,0,0
260_chr11,1.6304056399335578,1,0,0
260_chr17,1.6473032557366176,0,0,0
260_chr2,1.7320960110184258,0,0,0
260_chr3,1.6835235388561318,1,0,0
260_chr4,1.652565565295187,1,0,0
261_chr1,1.827864784902705,0,0,0
261_chr11,1.6327625287522542,1,0,0
261_chr17,1.6473032557366176,0,0,0
261_chr2,1.7320960110184258,0,0,0
261_chr3,1.6809467148946111,1,0,0
261_chr4,1.6504812238075268,1,0,0
262_chr1,1.8105292397544497,1,0,0
262_chr11,1.6088802117007757,1,0,0
262_chr17,1.6255876731852767,1,0,0
262_chr2,1.7086424843059957,1,0,0
262_chr3,1.6535976917010051,1,0,0
262_chr4,1.6180854379591356,1,0,0
263_chr1,1.7932272557426352,1,0,0
263_chr11,1.5857192195601266,1,0,0
263_chr17,1.6168012568351087,1,0,0
263_chr2,1.6885533075517642,1,0,0
263_chr3,1.640753481184427,1,0,0
263_chr4,1.6047738008405017,1,0,0
264_chr11,1.6088802117007757,1,0,0
264_chr17,1.6243607736485148,1,0,0
264_chr2,1.7093652239769999,1,0,0
264_chr3,1.6556422529709331,1,0,0
264_chr4,1.6180854379591356,1,0,0
265_chr1,1.7873848498299765,1,0,0
265_chr11,1.5809998372418241,1,0,0
265_chr17,1.6047738008405017,1,0,0
265_chr2,1.6893760735113401,1,0,0
265_chr3,1.61935972946482,1,0,0
265_chr4,1.5857192195601266,1,0,0
266_chr1,1.8094394020221285,1,0,0
266_chr11,1.5872636973025485,1,0,0
266_chr17,1.6168012568351087,1,0,0
266_chr2,1.6996936443146262,1,0,0
266_chr3,1.652565565295187,1,0,0
266_chr4,1.612887921665338,1,0,0
267_chr1,1.8126838827916094,1,0,0
267_chr11,1.5918145056013675,1,0,0
267_chr2,1.6901945189330263,1,0,0
267_chr3,1.6451493117368803,1,0,0
267_chr4,1.5857192195601266,1,0,0
268_chr1,1.8119693354072994,1,0,0
268_chr11,1.6047738008405017,1,0,0
268_chr17,1.6155070422290247,1,0,0
268_chr2,1.704976831629163,1,0,0
268_chr3,1.652565565295187,2,0,0
268_chr4,1.6180854379591356,1,0,0
268_chr7,1.5589001622577283,2,0,0
269_chr1,1.8281840120059292,0,0,0
269_chr11,1.631588328253238,0,0,0
269_chr17,1.6473032557366176,0,0,0
269_chr19,1.4054932385256123,1,0,0
269_chr2,1.7308493614553722,0,0,0
269_chr3,1.6818103694507691,1,0,0
269_chr4,1.6473032557366176,1,0,0
269_chr5,1.6800782821876006,1,0,1
26_chr1,1.8046168318456508,1,0,0
26_chr11,1.606153850141491,3,0,1
26_chr12,1.6586610167850495,1,0,1
26_chr17,1.6180854379591356,2,0,1
26_chr2,1.7086424843059957,1,0,0
26_chr3,1.6451493117368803,1,0,0
26_chr4,1.612887921665338,3,0,2
26_chr8,1.5660066297600124,3,0,1
270_chr1,1.747982276959401,0,0,0
270_chr11,1.511295614460169,2,0,0
270_chr14,1.3788396218579066,1,1,0
270_chr16,1.4054932385256123,1,1,0
270_chr17,1.4885839460327333,0,0,0
270_chr2,1.6268054862616488,1,0,0
270_chr21,1.242924991852436,1,0,0
270_chr3,1.5660066297600124,0,0,0
270_chr4,1.493880539808272,1,0,0
270_chr7,1.4885839460327333,1,0,0
270_chrX,1.417583312645218,1,0,0
271_chr1,1.7668180826574755,1,0,0
271_chr11,1.5761462244678353,1,0,0
271_chr17,1.572832342456985,1,0,0
271_chr2,1.6645326805160583,1,0,0
271_chr3,1.5933046536324995,1,0,0
271_chr4,1.5495881581091657,1,0,0
272_chr1,1.7932272557426352,1,0,0
272_chr11,1.5642571600471569,1,0,0
272_chr17,1.60056406759735,1,0,0
272_chr2,1.6809467148946111,1,0,0
272_chr3,1.6255876731852767,1,0,0
272_chr4,1.5887942507576207,1,0,0
273_chr1,1.8265804690638883,3,0,0
273_chr11,1.6243607736485148,1,0,0
273_chr17,1.6451493117368803,3,0,0
273_chr19,1.4054932385256123,1,0,0
273_chr2,1.7238021446444243,1,0,0
273_chr3,1.6783268831289937,1,0,0
273_chr4,1.6440614850208792,1,0,0
273_chr6,1.6385100869349585,3,0,0
273_chr8,1.5872636973025485,1,0,0
274_chr1,1.8233166761557937,0,0,0
274_chr11,1.6268054862616488,1,0,0
274_chr17,1.641863663944111,0,0,0
274_chr2,1.727686815324715,0,0,0
274_chr3,1.672952691374451,1,0,0
274_chr4,1.6385100869349585,1,0,0
275_chr1,1.822654614909584,3,0,0
275_chr11,1.6218792042124106,1,0,0
275_chr17,1.6362353204949376,0,0,0
275_chr18,1.4858773557530183,1,0,1
275_chr2,1.7224847649939812,3,0,1
275_chr3,1.6747645128995639,1,0,0
275_chr4,1.640753481184427,1,0,0
275_chr9,1.572832342456985,1,0,0
276_chr1,1.790335880924894,0,0,0
276_chr11,1.5677385634836343,0,0,0
276_chr17,1.5918145056013675,0,0,0
276_chr2,1.6818103694507691,1,0,0
276_chr3,1.6231246605584686,1,0,0
276_chr4,1.5933046536324995,1,0,0
277_chr1,1.8249581628371414,1,0,0
277_chr11,1.6231246605584686,0,0,0
277_chr17,1.639635655072424,0,0,0
277_chr2,1.7198151588094999,0,0,0
277_chr3,1.672038928909586,0,0,0
277_chr4,1.6327625287522542,1,0,0
278_chr1,1.8148059394132667,1,0,0
278_chr11,1.607522596743224,1,0,0
278_chr17,1.6231246605584686,1,0,0
278_chr2,1.710084571056691,1,0,0
278_chr3,1.654623228243748,1,0,0
278_chr4,1.6255876731852767,1,0,0
279_chr1,1.837433010175254,1,0,0
279_chr11,1.666442781379039,1,0,0
279_chr17,1.6556422529709331,1,0,0
279_chr2,1.7592608106203929,1,0,0
279_chr3,1.7136314427104262,1,0,0
279_chr4,1.698923917545755,1,0,0
27_chr1,1.822654614909584,1,0,0
27_chr11,1.6280143374292215,1,0,0
27_chr17,1.6440614850208792,1,0,0
27_chr2,1.723144887052054,0,0,0
27_chr3,1.6738612006698723,1,0,0
27_chr4,1.633928354228994,1,0,0
27_chr9,1.5841605801847392,1,0,1
281_chr1,1.8019501868506975,1,0,0
281_chr11,1.599137017997089,1,0,0
281_chr2,1.6950167820135742,1,0,0
281_chr3,1.6462298719826172,1,0,0
281_chr4,1.5918145056013675,1,0,0
282_chr1,1.828820266391222,0,0,0
282_chr11,1.6350859153080564,1,0,0
282_chr17,1.6440614850208792,0,0,0
282_chr2,1.7375812749434183,0,0,0
282_chr3,1.6877261782437236,1,0,0
282_chr4,1.6556422529709331,1,0,0
283_chr1,1.8064912345199307,1,0,0
283_chr11,1.6019790905057438,1,0,0
283_chr17,1.6180854379591356,1,0,0
283_chr2,1.704976831629163,1,0,0
283_chr3,1.652565565295187,1,0,0
283_chr4,1.6102268623203686,1,0,0
284_chr1,1.7790550753204821,1,0,0
284_chr11,1.5809998372418241,1,0,0
284_chr17,1.569453284877013,1,0,0
284_chr2,1.6711198562827467,1,0,0
284_chr3,1.6243607736485148,1,0,0
284_chr4,1.5437533966819692,1,0,0
285_chr1,1.7848061328903184,1,0,0
285_chr11,1.5761462244678353,1,0,0
285_chr17,1.5744972839952205,1,0,0
285_chr2,1.6692655480168836,1,0,0
285_chr3,1.6102268623203686,1,0,0
285_chr4,1.5495881581091657,1,0,0
286_chr1,1.7928177689649094,1,0,0
286_chr11,1.582587535887981,1,0,0
286_chr17,1.5887942507576207,1,0,0
286_chr2,1.672038928909586,1,0,0
286_chr3,1.6206242722269526,1,0,0
286_chr4,1.5677385634836343,1,0,0
287_chr1,1.837433010175254,1,0,0
287_chr11,1.666442781379039,1,0,0
287_chr2,1.7597769359162803,0,0,0
287_chr3,1.7136314427104262,1,0,0
288_chr1,1.814454486992159,1,0,0
288_chr11,1.606153850141491,1,0,0
288_chr17,1.6206242722269526,1,0,0
288_chr2,1.7079163219967186,1,0,0
288_chr3,1.6535976917010051,1,0,0
288_chr4,1.61935972946482,1,0,0
289_chr1,1.828502504778594,0,0,0
289_chr11,1.633928354228994,1,0,0
289_chr17,1.6440614850208792,0,0,0
289_chr2,1.7375812749434183,0,0,0
289_chr3,1.6852181727139932,0,0,0
289_chr4,1.6535976917010051,1,0,0
28_chr1,1.8094394020221285,1,0,0
28_chr11,1.5744972839952205,0,0,0
28_chr17,1.6243607736485148,0,0,0
28_chr2,1.6625993768319907,1,0,0
28_chr3,1.652565565295187,1,0,0
